,evidences,final_pops,net_evidences,nets,posteriors,probs,Experiment,exp_id
29,0.5,0.4,0.16666666666666666,7-095ddcbc-rounds-10-evidence-4-big-experiment-high-prob,3.5527136788004646e-15,0.2,Experiment-3,095ddcbc-rounds-10-evidence-4-big-experiment-high-prob
30,0.5,0.35,0.7777777777777778,7-095ddcbc-rounds-10-evidence-4-big-experiment-high-prob,0.9999999999990904,0.8,Experiment-3,095ddcbc-rounds-10-evidence-4-big-experiment-high-prob
31,0.0,0.25,0.2777777777777778,7-095ddcbc-rounds-10-evidence-4-big-experiment-high-prob,2.3283064359965846e-10,0.2,Experiment-3,095ddcbc-rounds-10-evidence-4-big-experiment-high-prob
0,0.25,0.0,0.4722222222222222,4-b7d0390f-rounds-10-evidence-4-population-5,0.30769230769230765,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
1,0.5,0.4,0.4444444444444444,4-b7d0390f-rounds-10-evidence-4-population-5,0.16494845360824748,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
2,0.75,0.6,0.6666666666666666,4-b7d0390f-rounds-10-evidence-4-population-5,0.9923516022235626,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
3,0.5,0.6,0.6111111111111112,4-b7d0390f-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
4,0.75,0.6,0.7222222222222222,4-b7d0390f-rounds-10-evidence-4-population-5,0.9984798754563001,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
5,0.75,0.4,0.5277777777777778,4-b7d0390f-rounds-10-evidence-4-population-5,0.6923076923076922,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
6,0.25,0.4,0.5833333333333334,4-b7d0390f-rounds-10-evidence-4-population-5,0.9192938209331651,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
7,0.5,0.0,0.4166666666666667,4-b7d0390f-rounds-10-evidence-4-population-5,0.08070617906683486,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
8,0.5,0.4,0.3611111111111111,5-b7d0390f-rounds-10-evidence-4-population-5,0.017045927454929853,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
9,0.5,0.0,0.5,5-b7d0390f-rounds-10-evidence-4-population-5,0.5,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
10,0.75,0.4,0.3888888888888889,5-b7d0390f-rounds-10-evidence-4-population-5,0.037553175883819886,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
11,0.25,0.0,0.6666666666666666,5-b7d0390f-rounds-10-evidence-4-population-5,0.9923516022235626,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
12,0.75,0.6,0.5555555555555556,5-b7d0390f-rounds-10-evidence-4-population-5,0.8350515463917525,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
13,0.75,0.4,0.5833333333333334,5-b7d0390f-rounds-10-evidence-4-population-5,0.9192938209331651,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
14,0.5,0.6,0.6111111111111112,5-b7d0390f-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
15,0.25,0.0,0.3888888888888889,5-b7d0390f-rounds-10-evidence-4-population-5,0.037553175883819886,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
16,0.5,0.4,0.5277777777777778,6-b7d0390f-rounds-10-evidence-4-population-5,0.6923076923076922,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
17,0.75,0.2,0.5,6-b7d0390f-rounds-10-evidence-4-population-5,0.5,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
18,0.75,0.6,0.4444444444444444,6-b7d0390f-rounds-10-evidence-4-population-5,0.16494845360824748,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
19,0.75,0.6,0.5555555555555556,6-b7d0390f-rounds-10-evidence-4-population-5,0.8350515463917525,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
20,0.5,0.4,0.3333333333333333,6-b7d0390f-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
21,0.75,0.6,0.7222222222222222,6-b7d0390f-rounds-10-evidence-4-population-5,0.9984798754563001,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
22,0.25,0.0,0.3611111111111111,6-b7d0390f-rounds-10-evidence-4-population-5,0.017045927454929853,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
23,0.5,0.2,0.5555555555555556,6-b7d0390f-rounds-10-evidence-4-population-5,0.8350515463917525,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
24,0.5,0.4,0.5277777777777778,7-b7d0390f-rounds-10-evidence-4-population-5,0.6923076923076922,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
25,0.25,0.2,0.4444444444444444,7-b7d0390f-rounds-10-evidence-4-population-5,0.16494845360824748,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
26,0.25,0.2,0.3888888888888889,7-b7d0390f-rounds-10-evidence-4-population-5,0.037553175883819886,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
27,0.0,0.8,0.2777777777777778,7-b7d0390f-rounds-10-evidence-4-population-5,0.0015201245436999528,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
28,0.75,0.2,0.5833333333333334,7-b7d0390f-rounds-10-evidence-4-population-5,0.9192938209331651,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
29,0.0,0.2,0.3611111111111111,7-b7d0390f-rounds-10-evidence-4-population-5,0.017045927454929853,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
30,0.5,0.2,0.6944444444444444,7-b7d0390f-rounds-10-evidence-4-population-5,0.9965862065157534,0.6,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
31,0.5,0.6,0.5,7-b7d0390f-rounds-10-evidence-4-population-5,0.5,0.4,Experiment-4,b7d0390f-rounds-10-evidence-4-population-5
0,0.25,0.8,0.4444444444444444,4-abf00068-rounds-10-evidence-4-population-5,0.16494845360824748,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
1,0.5,0.0,0.3333333333333333,4-abf00068-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
2,0.75,0.8,0.6111111111111112,4-abf00068-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
3,0.5,0.2,0.4166666666666667,4-abf00068-rounds-10-evidence-4-population-5,0.08070617906683486,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
4,0.5,0.2,0.4722222222222222,4-abf00068-rounds-10-evidence-4-population-5,0.30769230769230765,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
5,0.5,0.6,0.6111111111111112,4-abf00068-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
6,0.25,0.2,0.3888888888888889,4-abf00068-rounds-10-evidence-4-population-5,0.037553175883819886,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
7,0.5,0.6,0.6111111111111112,4-abf00068-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
8,0.75,0.6,0.5277777777777778,5-abf00068-rounds-10-evidence-4-population-5,0.6923076923076922,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
9,0.5,0.2,0.3333333333333333,5-abf00068-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
10,0.75,0.8,0.6944444444444444,5-abf00068-rounds-10-evidence-4-population-5,0.9965862065157534,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
11,0.0,0.4,0.3333333333333333,5-abf00068-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
12,0.0,0.4,0.3333333333333333,5-abf00068-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
13,0.75,0.6,0.6111111111111112,5-abf00068-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
14,0.0,0.0,0.3611111111111111,5-abf00068-rounds-10-evidence-4-population-5,0.017045927454929853,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
15,0.75,0.6,0.3611111111111111,5-abf00068-rounds-10-evidence-4-population-5,0.017045927454929853,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
16,0.5,0.6,0.3333333333333333,6-abf00068-rounds-10-evidence-4-population-5,0.007648397776437493,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
17,0.5,0.8,0.5277777777777778,6-abf00068-rounds-10-evidence-4-population-5,0.6923076923076922,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
18,0.5,0.8,0.4166666666666667,6-abf00068-rounds-10-evidence-4-population-5,0.08070617906683486,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
19,0.5,0.6,0.5,6-abf00068-rounds-10-evidence-4-population-5,0.5,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
20,0.5,0.4,0.5833333333333334,6-abf00068-rounds-10-evidence-4-population-5,0.9192938209331651,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
21,0.75,0.8,0.4722222222222222,6-abf00068-rounds-10-evidence-4-population-5,0.30769230769230765,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
22,0.5,0.6,0.6111111111111112,6-abf00068-rounds-10-evidence-4-population-5,0.9624468241161801,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
23,0.25,0.8,0.4722222222222222,6-abf00068-rounds-10-evidence-4-population-5,0.30769230769230765,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
24,1.0,0.6,0.5833333333333334,7-abf00068-rounds-10-evidence-4-population-5,0.9192938209331651,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
25,0.75,0.4,0.4444444444444444,7-abf00068-rounds-10-evidence-4-population-5,0.16494845360824748,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
26,0.25,0.2,0.2777777777777778,7-abf00068-rounds-10-evidence-4-population-5,0.0015201245436999528,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
27,0.5,0.4,0.6666666666666666,7-abf00068-rounds-10-evidence-4-population-5,0.9923516022235626,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
28,0.75,0.8,0.75,7-abf00068-rounds-10-evidence-4-population-5,0.9993238180468095,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
29,0.25,0.2,0.2777777777777778,7-abf00068-rounds-10-evidence-4-population-5,0.0015201245436999528,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
30,1.0,1.0,0.7777777777777778,7-abf00068-rounds-10-evidence-4-population-5,0.999699361750716,0.6,Experiment-4,abf00068-rounds-10-evidence-4-population-5
31,0.75,0.8,0.4722222222222222,7-abf00068-rounds-10-evidence-4-population-5,0.30769230769230765,0.4,Experiment-4,abf00068-rounds-10-evidence-4-population-5
0,1.0,0.6,0.5555555555555556,4-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
1,1.0,0.4,0.7777777777777778,4-70f80fdf-rounds-10-evidence-1-population-5,0.8836363636363637,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
2,0.0,0.6,0.4444444444444444,4-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
3,1.0,0.4,0.6666666666666666,4-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
4,0.0,0.4,0.4444444444444444,4-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
5,1.0,0.6,0.4444444444444444,4-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
6,1.0,0.8,0.4444444444444444,4-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
7,1.0,0.6,0.5555555555555556,4-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
8,1.0,0.8,0.4444444444444444,5-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
9,0.0,0.2,0.4444444444444444,5-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
10,0.0,0.6,0.7777777777777778,5-70f80fdf-rounds-10-evidence-1-population-5,0.8836363636363637,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
11,0.0,0.6,0.1111111111111111,5-70f80fdf-rounds-10-evidence-1-population-5,0.05529157667386614,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
12,0.0,0.6,0.5555555555555556,5-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
13,1.0,0.6,0.5555555555555556,5-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
14,0.0,0.0,0.6666666666666666,5-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
15,1.0,0.2,0.6666666666666666,5-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
16,1.0,0.4,0.2222222222222222,6-70f80fdf-rounds-10-evidence-1-population-5,0.1163636363636364,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
17,1.0,0.8,0.4444444444444444,6-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
18,0.0,0.2,0.4444444444444444,6-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
19,0.0,0.2,0.3333333333333333,6-70f80fdf-rounds-10-evidence-1-population-5,0.22857142857142862,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
20,1.0,0.6,0.3333333333333333,6-70f80fdf-rounds-10-evidence-1-population-5,0.22857142857142862,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
21,1.0,0.6,0.4444444444444444,6-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
22,1.0,1.0,0.4444444444444444,6-70f80fdf-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
23,0.0,0.4,0.6666666666666666,6-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
24,1.0,0.4,0.8888888888888888,7-70f80fdf-rounds-10-evidence-1-population-5,0.9447084233261339,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
25,1.0,0.8,0.8888888888888888,7-70f80fdf-rounds-10-evidence-1-population-5,0.9447084233261339,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
26,1.0,0.6,0.3333333333333333,7-70f80fdf-rounds-10-evidence-1-population-5,0.22857142857142862,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
27,0.0,0.2,0.5555555555555556,7-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
28,1.0,0.8,0.5555555555555556,7-70f80fdf-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
29,1.0,0.8,0.6666666666666666,7-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
30,1.0,0.8,0.6666666666666666,7-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
31,0.0,0.4,0.6666666666666666,7-70f80fdf-rounds-10-evidence-1-population-5,0.7714285714285715,0.4,Experiment-5,70f80fdf-rounds-10-evidence-1-population-5
0,0.0,0.8,0.5555555555555556,4-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
1,1.0,0.8,0.5555555555555556,4-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
2,1.0,1.0,0.3333333333333333,4-d9145d2a-rounds-10-evidence-1-population-5,0.22857142857142862,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
3,1.0,0.8,0.6666666666666666,4-d9145d2a-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
4,0.0,0.8,0.4444444444444444,4-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
5,0.0,0.8,0.4444444444444444,4-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
6,0.0,0.6,0.3333333333333333,4-d9145d2a-rounds-10-evidence-1-population-5,0.22857142857142862,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
7,0.0,0.6,0.4444444444444444,4-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
8,1.0,0.4,0.4444444444444444,5-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
9,0.0,0.6,0.4444444444444444,5-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
10,1.0,0.8,0.3333333333333333,5-d9145d2a-rounds-10-evidence-1-population-5,0.22857142857142862,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
11,1.0,0.8,0.5555555555555556,5-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
12,0.0,0.4,0.1111111111111111,5-d9145d2a-rounds-10-evidence-1-population-5,0.05529157667386614,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
13,1.0,0.8,0.4444444444444444,5-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
14,0.0,0.6,0.1111111111111111,5-d9145d2a-rounds-10-evidence-1-population-5,0.05529157667386614,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
15,1.0,0.4,0.4444444444444444,5-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
16,0.0,0.8,0.5555555555555556,6-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
17,1.0,0.8,0.3333333333333333,6-d9145d2a-rounds-10-evidence-1-population-5,0.22857142857142862,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
18,0.0,0.6,0.4444444444444444,6-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
19,1.0,1.0,0.6666666666666666,6-d9145d2a-rounds-10-evidence-1-population-5,0.7714285714285715,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
20,1.0,0.8,0.4444444444444444,6-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
21,0.0,0.6,0.5555555555555556,6-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
22,0.0,0.8,0.5555555555555556,6-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
23,1.0,1.0,0.4444444444444444,6-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
24,1.0,1.0,0.4444444444444444,7-d9145d2a-rounds-10-evidence-1-population-5,0.4,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
25,1.0,0.8,0.6666666666666666,7-d9145d2a-rounds-10-evidence-1-population-5,0.7714285714285715,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
26,0.0,0.4,0.5555555555555556,7-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
27,0.0,0.2,0.2222222222222222,7-d9145d2a-rounds-10-evidence-1-population-5,0.1163636363636364,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
28,0.0,0.4,0.5555555555555556,7-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
29,0.0,0.4,0.5555555555555556,7-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.4,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
30,1.0,1.0,0.8888888888888888,7-d9145d2a-rounds-10-evidence-1-population-5,0.9447084233261339,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
31,0.0,0.4,0.5555555555555556,7-d9145d2a-rounds-10-evidence-1-population-5,0.5999999999999999,0.6,Experiment-5,d9145d2a-rounds-10-evidence-1-population-5
