,Up to Last Evidence,Total Evidence,Last Evidence,Posterior,Popularity,Class,Shift,Net,Game Net,Game,Nonsocial Probability Matching,Nonsocial Bayesian Probability Matching,Nonsocial Utility Maximizing,Naive Copying,Social Sampling (Probability Matching),Social Sampling (Bayesian)
86,0.5,0.3333333333333333,0.0,0.15389960074130657,0.1,eguthek,3,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.65,0.0,0.10653056063270919
87,0.25,0.3333333333333333,0.5,0.15389960074130657,0.5,biku,3,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.25,0.4534722222222222,0.5200920913446583
88,0.3333333333333333,0.3125,0.25,0.06356377042650506,0.05,olit,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
89,0.75,0.75,0.75,0.9977154590442986,0.95,ewpief,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,1.0,0.8138500635324015,0.869487750556793
90,0.3333333333333333,0.3125,0.25,0.06356377042650506,0.1,ashfoveb,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.4,0.2362967002999727,0.2572752419668177
91,0.25,0.3125,0.5,0.06356377042650506,0.15,uthug,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.0,0.40694444444444444,0.47264020163831133
92,0.3333333333333333,0.3125,0.25,0.06356377042650506,0.1,ayna,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
93,0.5833333333333334,0.625,0.75,0.9727156116961383,0.9,bukokde,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.8,0.7896606156274665,0.8512063808574277
94,0.3333333333333333,0.25,0.0,0.01902485700998708,0.0,eguthek,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.1,0.0,0.07320483960682865
95,0.3333333333333333,0.3125,0.25,0.06356377042650506,0.05,biku,4,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.5,0.25,0.27176220806794066
96,0.3125,0.3,0.25,0.024704913001626024,0.1,olit,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
97,0.75,0.65,0.25,0.9939015458466767,0.3,ewpief,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.95,0.31855388813096863,0.3435501020144258
98,0.3125,0.3,0.25,0.024704913001626024,0.05,ashfoveb,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
99,0.3125,0.25,0.0,0.007185341745252722,0.05,uthug,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.15,0.0,0.07582257651800342
100,0.3125,0.3,0.25,0.024704913001626024,0.25,ayna,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
101,0.625,0.65,0.75,0.9939015458466767,0.9,bukokde,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.9,0.8019648397104447,0.8605461638491548
102,0.25,0.25,0.25,0.007185341745252722,0.1,eguthek,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.0,0.18614993646759845,0.20386486559943473
103,0.3125,0.3,0.25,0.024704913001626024,0.15,biku,5,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
104,0.3,0.375,0.75,0.10378004191193489,0.8,olit,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.1,0.6896758703481393,0.7720314960629922
105,0.65,0.6666666666666666,0.75,0.9986595768185553,0.85,ewpief,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.3,0.721004039238315,0.7974869109947643
106,0.3,0.375,0.75,0.10378004191193489,0.85,ashfoveb,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.05,0.6814461118690314,0.7652423698384201
107,0.25,0.25,0.25,0.002693541858382624,0.1,uthug,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
108,0.3,0.375,0.75,0.10378004191193489,0.95,ayna,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.25,0.713401310997815,0.7913652717288393
109,0.65,0.625,0.5,0.995324187782666,0.55,bukokde,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.9,0.5744444444444444,0.6380869732909074
110,0.25,0.25,0.25,0.002693541858382624,0.1,eguthek,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
111,0.3,0.3333333333333333,0.5,0.032025441751417444,0.3,biku,6,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.15,0.4348611111111111,0.5012544870111191
112,0.375,0.32142857142857145,0.0,0.0121960111153049,0.1,olit,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.8,0.0,0.11772062448077718
113,0.6666666666666666,0.6428571428571429,0.5,0.998973415988344,0.9,ewpief,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.85,0.5651388888888889,0.6292749525777183
114,0.375,0.39285714285714285,0.5,0.1313757147869759,0.85,ashfoveb,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.85,0.5651388888888889,0.6292749525777183
115,0.25,0.21428571428571427,0.0,0.0002878842187510071,0.0,uthug,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.1,0.0,0.07320483960682865
116,0.375,0.35714285714285715,0.25,0.041423048988823576,0.45,ayna,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.95,0.31855388813096863,0.3435501020144258
117,0.625,0.5714285714285714,0.25,0.9875679247659895,0.35,bukokde,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.55,0.25704472171596804,0.2791918843441719
118,0.25,0.25,0.25,0.0010068701105905955,0.2,eguthek,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
119,0.3333333333333333,0.35714285714285715,0.5,0.041423048988823576,0.6,biku,7,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.3,0.4627777777777778,0.529440389294404
120,0.32142857142857145,0.3125,0.25,0.004586342465750939,0.35,olit,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
121,0.6428571428571429,0.65625,0.75,0.9997752544973401,0.95,ewpief,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.9,0.8019648397104447,0.8605461638491548
122,0.39285714285714285,0.4375,0.75,0.4087769619905949,0.8,ashfoveb,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.85,0.7958664754205241,0.8559276910435497
123,0.21428571428571427,0.21875,0.25,0.00010745140150473962,0.15,uthug,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.0,0.18614993646759845,0.20386486559943473
124,0.35714285714285715,0.3125,0.0,0.004586342465750939,0.1,ayna,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.45,0.0,0.09315644436067268
125,0.5714285714285714,0.59375,0.75,0.9972538110206882,0.8,bukokde,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.35,0.7284612087441062,0.8034570637119114
126,0.25,0.34375,1.0,0.015870232823281413,0.75,eguthek,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,1.0,0.9411764705882353,1,0.2,1.0,0.9274605764002175
127,0.35714285714285715,0.375,0.5,0.05342610314221598,0.55,biku,8,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.6,0.5186111111111111,0.5845649568259095
128,0.3125,0.3055555555555556,0.25,0.0017164558902104709,0.25,olit,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.35,0.22963113092825288,0.2502117821619897
129,0.65625,0.6388888888888888,0.5,0.9998279201602687,0.8,ewpief,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.95,0.58375,0.6468564008224218
130,0.4375,0.4444444444444444,0.5,0.4745318426945123,0.8,ashfoveb,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.8,0.5558333333333334,0.6204200276142724
131,0.21875,0.19444444444444445,0.0,1.1457809087197394e-05,0.25,uthug,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.15,0.0,0.07582257651800342
132,0.3125,0.3055555555555556,0.25,0.0017164558902104709,0.2,ayna,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.1,0.19803516028955537,0.21658015064831804
133,0.59375,0.6111111111111112,0.75,0.9993979795498968,0.85,bukokde,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.8,0.7896606156274665,0.8512063808574277
134,0.34375,0.3611111111111111,0.5,0.020628250482075446,0.6,eguthek,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.75,0.5465277777777777,0.6115218842955139
135,0.375,0.3333333333333333,0.0,0.005981926334009619,0.15,biku,9,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.55,0.0,0.09963949419863222
136,0.3055555555555556,0.275,0.0,0.00018329344327595848,0.1,olit,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.0,0.09634926608957475,0,0.25,0.0,0.08127754642628805
137,0.6388888888888888,0.6,0.25,0.9995390130483034,0.15,ewpief,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.25,0.27176220806794066,0,0.8,0.29435127978817305,0.318335539439587
138,0.4444444444444444,0.45,0.5,0.5411819742872457,0.45,ashfoveb,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.8,0.5558333333333334,0.6204200276142724
139,0.19444444444444445,0.275,1.0,0.00018329344327595848,0.85,uthug,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,1.0,0.9411764705882353,1,0.25,1.0,0.9299510458388962
140,0.3055555555555556,0.325,0.5,0.0022407241920388583,0.2,ayna,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.5,0.5663716814159293,1,0.2,0.44416666666666665,0.5106969084512314
141,0.6111111111111112,0.625,0.75,0.999868246058909,0.7,bukokde,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.85,0.7958664754205241,0.8559276910435497
142,0.3611111111111111,0.4,0.75,0.08782993805377888,0.85,eguthek,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.6,0.7637032997000273,0.8312208695652175
143,0.3333333333333333,0.375,0.75,0.02677394968865807,0.8,biku,10,4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/-4,5aa2346f-cef8-9bbc-5eb9-ba97f76b76ed-data/data/,0.75,0.8205128205128205,1,0.15,0.6977417917099985,0.7786438702156596
144,0.5,0.375,0.25,0.32769310772430915,0.15,atik,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.55,0.25704472171596804,0.2791918843441719
145,0.0,0.25,0.5,0.12223855319212436,0.4,epre,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.05,0.41625,0.4822264962099787
146,0.75,0.75,0.75,0.9543336439888164,0.9,kuwiku,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.75,0.8205128205128205,1,0.95,0.8079584775086505,0.8650651230101302
147,0.25,0.375,0.5,0.32769310772430915,0.25,ugvura,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.15,0.4348611111111111,0.5012544870111191
148,0.5,0.5,0.5,0.630444820686471,0.35,hocevu,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.7,0.5372222222222223,0.6025802054427731
149,0.5,0.5,0.5,0.630444820686471,0.15,rutheke,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.4,0.48138888888888887,0.5479977272165815
150,0.25,0.375,0.5,0.32769310772430915,0.4,rietov,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.15,0.4348611111111111,0.5012544870111191
151,0.5,0.5,0.5,0.630444820686471,0.3,mola,2,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.3,0.4627777777777778,0.529440389294404
152,0.375,0.25,0.0,0.049401990668765286,0.1,atik,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.0,0.09634926608957475,0,0.15,0.0,0.07582257651800342
153,0.25,0.25,0.25,0.049401990668765286,0.1,epre,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.4,0.2362967002999727,0.2572752419668177
154,0.75,0.8333333333333334,1.0,0.9970181950952355,0.9,kuwiku,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,1.0,0.9411764705882353,1,0.9,1.0,0.9557481224725591
155,0.375,0.4166666666666667,0.5,0.388986453049381,0.7,ugvura,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.25,0.4534722222222222,0.5200920913446583
156,0.5,0.4166666666666667,0.25,0.388986453049381,0.15,hocevu,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.35,0.22963113092825288,0.2502117821619897
157,0.5,0.4166666666666667,0.25,0.388986453049381,0.2,rutheke,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.15,0.2041335245794758,0.22309073247849218
158,0.375,0.25,0.0,0.049401990668765286,0.15,rietov,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.0,0.09634926608957475,0,0.4,0.0,0.0900567665689263
159,0.5,0.4166666666666667,0.25,0.388986453049381,0.1,mola,3,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.3,0.22308516336368506,0.24326439351593077
160,0.25,0.1875,0.0,0.0055105574076577575,0.05,atik,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.0,0.09634926608957475,0,0.1,0.0,0.07320483960682865
161,0.25,0.1875,0.0,0.0055105574076577575,0.05,epre,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.0,0.09634926608957475,0,0.1,0.0,0.07320483960682865
162,0.8333333333333334,0.75,0.5,0.9977154590442986,0.5,kuwiku,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.9,0.5744444444444444,0.6380869732909074
163,0.4166666666666667,0.375,0.25,0.1919677167938125,0.15,ugvura,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.7,0.278995960761685,0.30226498492045095
164,0.4166666666666667,0.5,0.75,0.7442641889587798,0.95,hocevu,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.75,0.8205128205128205,1,0.15,0.6977417917099985,0.7786438702156596
165,0.4166666666666667,0.4375,0.5,0.4540024664975894,0.4,rutheke,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.2,0.44416666666666665,0.5106969084512314
166,0.25,0.1875,0.0,0.0055105574076577575,0.05,rietov,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.0,0.09634926608957475,0,0.15,0.0,0.07582257651800342
167,0.4166666666666667,0.5,0.75,0.7442641889587798,0.95,mola,4,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.75,0.8205128205128205,1,0.1,0.6896758703481393,0.7720314960629922
168,0.1875,0.3,0.75,0.024704913001626024,0.9,atik,5,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.75,0.8205128205128205,1,0.05,0.6814461118690314,0.7652423698384201
169,0.1875,0.2,0.25,0.0020635456993987234,0.2,epre,5,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.05,0.19204152249134948,0.21017233302926466
170,0.75,0.7,0.5,0.9982499612913132,0.45,kuwiku,5,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.5,0.5663716814159293,1,0.5,0.5,0.5663716814159293
171,0.375,0.35,0.25,0.08143743371799424,0.2,ugvura,5,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.25,0.27176220806794066,0,0.15,0.2041335245794758,0.22309073247849218
172,0.5,0.55,0.75,0.930090275669665,1.0,hocevu,5,3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/-3,d3ffdda3-b0c3-a671-76d0-e2c3206afbff-data/data/,0.75,0.8205128205128205,1,0.95,0.8079584775086505,0.8650651230101302
