,adjusted,experiment,net,reward,turn
0,0.0,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.024999999999999994,1
1,-0.0006250000000000006,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.025624999999999995,2
2,0.006874999999999999,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.018124999999999995,3
3,0.006874999999999999,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.018124999999999995,4
4,0.0006250000000000006,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.024374999999999994,5
5,0.0012500000000000011,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.023749999999999993,6
6,0.0018750000000000017,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.023124999999999993,7
7,0.009999999999999998,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.014999999999999996,8
8,0.006874999999999999,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.018124999999999995,9
9,0.004374999999999997,d75786f7-data-2018-01-25-big-experiment,4-d75786f7-data-2018-01-25-big-experiment,-0.020624999999999998,10
10,0.0,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.021249999999999998,1
11,-0.0012499999999999976,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.022499999999999996,2
12,0.01,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.011249999999999998,3
13,-0.0006249999999999971,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.021874999999999995,4
14,0.008125000000000002,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.013124999999999996,5
15,-0.0024999999999999953,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.023749999999999993,6
16,-0.004374999999999997,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.025624999999999995,7
17,0.019374999999999996,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.0018750000000000012,8
18,0.010624999999999999,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.010624999999999999,9
19,0.0075,d75786f7-data-2018-01-25-big-experiment,5-d75786f7-data-2018-01-25-big-experiment,-0.013749999999999998,10
20,0.0,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.008125,1
21,-0.004375,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.00375,2
22,0.011249999999999996,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.019374999999999996,3
23,-0.0018750000000000025,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.006249999999999998,4
24,0.011874999999999997,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.019999999999999997,5
25,0.006874999999999997,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.014999999999999998,6
26,0.005624999999999998,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.013749999999999998,7
27,0.006249999999999999,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.014374999999999999,8
28,0.0006250000000000006,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.00875,9
29,0.015624999999999993,d75786f7-data-2018-01-25-big-experiment,6-d75786f7-data-2018-01-25-big-experiment,0.023749999999999993,10
30,0.0,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.0024999999999999996,1
31,0.0024999999999999988,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.004999999999999998,2
32,0.009999999999999995,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.012499999999999995,3
33,0.0024999999999999988,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.004999999999999998,4
34,0.003749999999999999,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.006249999999999999,5
35,0.003125000000000001,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.005625000000000001,6
36,0.005624999999999999,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.008124999999999999,7
37,0.0024999999999999988,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.004999999999999998,8
38,-0.0006250000000000014,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.0018749999999999982,9
39,0.0012500000000000002,d75786f7-data-2018-01-25-big-experiment,7-d75786f7-data-2018-01-25-big-experiment,0.00375,10
40,0.0,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.03249999999999999,1
41,-0.0018749999999999913,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.030624999999999996,2
42,-0.005624999999999991,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.026874999999999996,3
43,0.001250000000000008,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.033749999999999995,4
44,-0.006249999999999995,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.026249999999999992,5
45,-0.0043749999999999935,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.028124999999999994,6
46,0.0031250000000000028,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.03562499999999999,7
47,-0.0018749999999999913,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.030624999999999996,8
48,0.004375000000000004,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.03687499999999999,9
49,-0.006249999999999995,18a75a2d-data-2018-03-19-big-experiment,4-18a75a2d-data-2018-03-19-big-experiment,0.026249999999999992,10
50,0.0,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.01125,1
51,0.009999999999999995,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.021249999999999995,2
52,-0.0012500000000000011,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.009999999999999998,3
53,0.007499999999999996,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.018749999999999996,4
54,0.002499999999999997,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.013749999999999997,5
55,-1.734723475976807e-18,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.011249999999999998,6
56,0.0049999999999999975,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.016249999999999997,7
57,-0.0006250000000000006,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.010624999999999999,8
58,0.0,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.01125,9
59,0.0031249999999999993,18a75a2d-data-2018-03-19-big-experiment,5-18a75a2d-data-2018-03-19-big-experiment,0.014374999999999999,10
60,0.0,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.013124999999999998,1
61,0.004375,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.017499999999999998,2
62,-0.0006250000000000006,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.012499999999999997,3
63,0.013749999999999995,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.026874999999999993,4
64,0.005624999999999995,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.018749999999999992,5
65,-0.0006250000000000006,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.012499999999999997,6
66,-0.005625,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.007499999999999998,7
67,0.0,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.013124999999999998,8
68,0.008124999999999997,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.021249999999999995,9
69,0.008749999999999997,18a75a2d-data-2018-03-19-big-experiment,6-18a75a2d-data-2018-03-19-big-experiment,0.021874999999999995,10
70,0.0,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.03374999999999999,1
71,0.012499999999999994,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.021249999999999995,2
72,0.012499999999999997,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.02124999999999999,3
73,0.009999999999999995,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.023749999999999993,4
74,0.008749999999999994,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.024999999999999994,5
75,0.008749999999999994,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.024999999999999994,6
76,0.02062499999999999,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.013124999999999996,7
77,0.004999999999999994,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.028749999999999994,8
78,0.010624999999999992,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.023124999999999996,9
79,0.014999999999999993,18a75a2d-data-2018-03-19-big-experiment,7-18a75a2d-data-2018-03-19-big-experiment,-0.018749999999999996,10
